payment_sequential,payment_type,payment_installments,payment_value
1,credit_card,2,102.64
1,boleto,1,338.07
1,credit_card,5,50.09
1,credit_card,2,22.6
1,credit_card,2,171.81
1,voucher,1,432.18
1,boleto,1,139.53
1,boleto,1,130.88
1,credit_card,7,77.8
1,boleto,1,100.44
1,credit_card,3,65.1
2,voucher,1,10.81
1,credit_card,1,370.8
1,credit_card,1,659.52
1,credit_card,8,176.35
1,credit_card,5,318.34
1,credit_card,2,197.26
1,voucher,1,107.8
1,credit_card,1,45.78
1,credit_card,1,61.88
1,credit_card,1,100.0
1,boleto,1,58.09
1,credit_card,1,27.48
1,credit_card,2,132.98
1,credit_card,4,44.11
1,credit_card,2,43.34
1,credit_card,2,29.33
1,credit_card,5,268.45
1,credit_card,1,54.84
1,credit_card,1,55.07
1,boleto,1,197.8
1,credit_card,1,82.7
1,credit_card,1,82.33
1,boleto,1,596.27
1,boleto,1,99.94
1,credit_card,1,102.64
1,credit_card,5,236.0
1,debit_card,1,347.31
1,boleto,1,41.88
1,credit_card,1,44.09
1,boleto,1,85.44
1,boleto,1,54.0
1,credit_card,6,309.05
1,credit_card,1,612.99
1,credit_card,2,106.23
1,credit_card,8,297.71
1,credit_card,4,226.98
1,boleto,1,69.97
1,credit_card,5,329.8
1,credit_card,1,38.01
1,credit_card,2,147.65
1,credit_card,1,69.22
1,credit_card,8,80.9
1,credit_card,6,218.8
1,credit_card,2,244.63
1,credit_card,6,68.62
1,boleto,1,217.21
1,boleto,1,76.08
1,credit_card,3,54.92
1,credit_card,1,149.08
3,voucher,1,6.34
1,boleto,1,177.69
1,credit_card,8,88.74
1,credit_card,1,57.51
1,boleto,1,33.34
1,credit_card,2,390.77
1,debit_card,1,44.66
1,credit_card,2,67.69
1,credit_card,4,45.11
1,credit_card,6,65.0
1,boleto,1,214.69
1,credit_card,3,81.89
1,credit_card,1,80.1
1,credit_card,2,71.37
1,credit_card,1,36.96
1,credit_card,1,65.0
1,credit_card,7,144.87
1,credit_card,1,27.69
1,voucher,1,180.47
1,credit_card,1,46.0
1,credit_card,4,178.27
1,credit_card,5,213.74
1,credit_card,1,100.0
1,credit_card,3,36.69
1,voucher,1,37.23
1,credit_card,1,235.81
1,credit_card,1,585.12
2,credit_card,1,6.88
1,credit_card,2,128.24
1,credit_card,9,109.21
1,credit_card,2,57.65
1,credit_card,1,45.0
1,boleto,1,113.76
1,boleto,1,93.56
1,credit_card,2,54.05
1,boleto,1,141.48
1,boleto,1,306.64
1,credit_card,1,29.75
1,credit_card,4,244.05
1,credit_card,1,100.0
1,credit_card,6,183.63
1,boleto,1,171.84
1,credit_card,1,118.05
1,credit_card,5,97.92
1,credit_card,6,79.47
1,boleto,1,154.83
1,credit_card,1,11.25
1,credit_card,4,49.6
1,credit_card,9,311.23
1,boleto,1,55.46
1,boleto,1,119.93
1,credit_card,1,33.23
1,credit_card,1,63.14
1,boleto,1,65.68
1,credit_card,8,380.72
1,credit_card,1,118.66
2,voucher,1,22.03
1,boleto,1,103.27
1,credit_card,1,136.6
1,credit_card,1,127.01
1,boleto,1,76.31
1,credit_card,1,47.71
1,credit_card,4,371.32
1,credit_card,4,105.08
1,boleto,1,47.69
1,credit_card,2,66.67
1,credit_card,3,153.51
1,boleto,1,32.38
1,boleto,1,71.83
1,credit_card,5,115.45
1,credit_card,7,100.0
1,credit_card,1,116.66
2,voucher,1,75.02
1,credit_card,1,38.14
1,credit_card,1,82.73
1,credit_card,5,55.1
3,voucher,1,1.97
1,credit_card,3,98.72
1,credit_card,1,111.12
1,credit_card,1,718.09
3,voucher,1,35.59
1,credit_card,2,96.17
1,credit_card,1,51.71
1,boleto,1,82.12
1,credit_card,1,47.38
1,boleto,1,45.0
1,debit_card,1,189.56
1,credit_card,2,183.75
1,credit_card,1,216.93
1,credit_card,3,68.35
1,boleto,1,56.49
1,boleto,1,47.29
1,credit_card,3,78.38
1,credit_card,1,222.69
1,credit_card,1,137.6
1,voucher,1,309.98
1,credit_card,1,21.07
1,credit_card,1,165.18
1,boleto,1,112.76
1,credit_card,4,113.08
1,credit_card,1,122.98
1,credit_card,1,172.25
1,credit_card,1,66.69
1,credit_card,2,114.21
1,credit_card,2,137.4
1,credit_card,4,143.76
1,boleto,1,91.18
1,boleto,1,77.1
1,credit_card,3,192.3
1,boleto,1,282.8
1,boleto,1,66.01
1,credit_card,1,105.28
1,boleto,1,136.44
1,credit_card,2,39.6
1,credit_card,4,49.06
1,boleto,1,255.42
1,credit_card,1,0.01
1,credit_card,1,135.84
1,credit_card,3,105.57
1,boleto,1,364.65
1,credit_card,1,90.18
1,credit_card,1,413.59
1,credit_card,1,75.08
1,credit_card,3,195.4
1,credit_card,1,111.02
1,boleto,1,156.49
1,credit_card,5,121.37
1,credit_card,9,92.9
1,credit_card,3,194.34
1,boleto,1,100.0
1,credit_card,8,207.23
1,credit_card,5,145.13
1,credit_card,1,106.58
1,credit_card,4,216.87
1,boleto,1,681.12
1,credit_card,2,88.71
1,credit_card,2,78.6
1,boleto,1,40.85
1,credit_card,5,89.83
1,credit_card,1,64.74
1,credit_card,4,41.88
1,credit_card,3,126.92
1,credit_card,1,100.0
1,credit_card,3,399.62
1,credit_card,6,208.87
1,credit_card,2,263.93
1,boleto,1,142.87
1,credit_card,1,356.11
1,credit_card,8,340.07
1,credit_card,1,71.03
1,debit_card,1,302.38
1,credit_card,3,149.67
1,boleto,1,69.73
1,credit_card,3,70.13
1,boleto,1,68.89
1,boleto,1,89.46
1,credit_card,1,65.01
1,voucher,1,56.66
1,credit_card,1,178.59
1,credit_card,1,11.71
1,boleto,1,25.0
1,credit_card,5,58.59
1,boleto,1,58.01
1,credit_card,1,69.9
1,credit_card,2,275.2
1,credit_card,1,52.0
1,credit_card,1,51.69
1,voucher,1,18.77
1,boleto,1,511.74
1,boleto,1,58.62
1,boleto,1,219.63
1,credit_card,1,69.44
1,boleto,1,34.52
1,boleto,1,65.71
1,credit_card,1,354.47
1,credit_card,1,152.56
1,credit_card,1,10.49
1,credit_card,1,117.79
2,voucher,1,122.79
1,credit_card,2,120.73
1,credit_card,1,122.06
1,credit_card,1,102.24
1,credit_card,1,10.0
1,credit_card,1,2.31
1,credit_card,1,54.0
1,credit_card,1,322.95
1,credit_card,3,189.72
1,credit_card,1,44.41
1,credit_card,1,24.77
1,debit_card,1,53.47
1,credit_card,1,34.99
1,boleto,1,109.41
1,credit_card,1,46.7
1,credit_card,8,307.73
1,boleto,1,92.67
1,credit_card,2,71.72
1,credit_card,1,30.73
1,credit_card,1,287.64
1,credit_card,1,71.99
1,credit_card,1,170.62
1,boleto,1,65.09
1,credit_card,1,59.87
1,credit_card,3,257.73
2,voucher,1,13.87
1,credit_card,5,213.62
1,voucher,1,98.65
1,credit_card,1,83.25
1,credit_card,2,139.0
1,boleto,1,180.91
1,credit_card,8,85.21
1,credit_card,3,67.53
1,credit_card,1,85.14
1,boleto,1,68.37
1,voucher,1,18.45
1,credit_card,7,77.65
1,credit_card,1,75.25
1,credit_card,4,111.83
1,credit_card,1,102.15
1,credit_card,2,95.31
1,credit_card,1,75.16
1,credit_card,7,185.84
1,debit_card,1,103.5
1,credit_card,6,138.31
1,credit_card,1,115.66
1,boleto,1,25.17
1,credit_card,1,461.2
1,voucher,1,25.68
1,credit_card,8,163.69
1,credit_card,6,66.05
1,credit_card,3,47.61
1,credit_card,4,148.58
1,credit_card,4,312.92
1,credit_card,3,228.8
1,boleto,1,76.17
1,credit_card,3,100.0
1,credit_card,4,95.2
1,boleto,1,32.77
1,credit_card,1,427.1
1,credit_card,3,83.43
1,boleto,1,49.75
1,credit_card,2,76.55
1,credit_card,6,176.98
1,boleto,1,28.13
1,credit_card,1,125.38
1,credit_card,3,220.4
1,credit_card,2,29.08
1,boleto,1,42.58
1,credit_card,1,46.0
1,credit_card,1,130.0
1,credit_card,7,71.51
1,credit_card,1,47.62
1,credit_card,1,144.79
1,credit_card,1,90.28
1,credit_card,5,227.71
1,credit_card,2,162.76
1,credit_card,1,75.17
1,credit_card,1,158.52
1,credit_card,4,316.64
1,credit_card,1,36.85
1,credit_card,1,100.0
1,credit_card,5,56.99
1,boleto,1,51.25
1,credit_card,7,78.2
1,credit_card,1,23.9
1,credit_card,2,106.87
1,credit_card,4,104.76
1,credit_card,5,110.0
1,boleto,1,62.78
1,credit_card,1,21.89
1,credit_card,3,153.99
1,credit_card,5,79.19
1,credit_card,4,268.13
2,voucher,1,100.0
1,credit_card,1,22.29
1,credit_card,2,168.83
1,credit_card,6,155.45
1,credit_card,1,47.22
1,credit_card,1,283.33
1,credit_card,2,104.37
1,credit_card,2,47.77
1,credit_card,6,67.28
1,credit_card,1,34.0
1,boleto,1,225.21
1,credit_card,1,107.78
1,credit_card,3,54.34
1,credit_card,4,86.15
1,boleto,1,518.39
1,credit_card,1,146.4
1,boleto,1,46.93
1,debit_card,1,175.28
1,credit_card,4,212.12
1,credit_card,5,55.22
1,credit_card,4,175.34
1,voucher,1,39.27
1,credit_card,3,167.32
1,boleto,1,35.68
1,credit_card,1,54.05
1,credit_card,1,132.08
1,boleto,1,246.29
1,credit_card,5,137.24
1,credit_card,1,133.69
1,boleto,1,42.1
1,credit_card,5,127.3
1,credit_card,1,36.78
1,credit_card,1,173.68
1,boleto,1,263.87
1,credit_card,1,69.73
1,boleto,1,161.02
1,credit_card,1,6.83
1,boleto,1,116.95
1,credit_card,1,220.54
1,credit_card,8,89.27
1,credit_card,9,100.0
1,credit_card,3,39.51
1,credit_card,3,31.89
1,credit_card,3,56.54
1,credit_card,2,87.55
1,credit_card,1,13.27
1,credit_card,4,98.12
1,boleto,1,211.5
1,credit_card,6,126.92
1,credit_card,1,280.12
1,boleto,1,159.82
1,boleto,1,188.51
1,credit_card,1,28.29
1,credit_card,5,187.73
1,credit_card,1,184.93
1,boleto,1,69.9
1,credit_card,1,113.34
1,boleto,1,155.87
1,credit_card,2,65.71
1,credit_card,7,75.72
1,credit_card,1,36.96
1,credit_card,5,108.02
1,credit_card,1,55.0
1,credit_card,1,124.5
1,boleto,1,236.04
1,credit_card,3,223.74
1,credit_card,8,347.19
1,debit_card,1,76.22
1,boleto,1,242.03
1,credit_card,3,49.59
1,credit_card,8,525.46
1,credit_card,7,219.3
1,credit_card,1,164.49
1,credit_card,4,49.22
1,credit_card,5,107.88
1,credit_card,7,75.93
1,boleto,1,103.68
1,credit_card,2,114.45
1,credit_card,3,119.18
1,credit_card,3,31.73
1,credit_card,5,70.23
1,credit_card,1,71.71
1,credit_card,1,52.05
1,credit_card,2,191.58
1,boleto,1,66.63
1,credit_card,1,51.99
1,credit_card,3,116.26
1,credit_card,8,301.77
1,credit_card,1,93.29
1,credit_card,4,47.38
1,credit_card,1,52.59
1,debit_card,1,45.3
1,boleto,1,127.79
1,credit_card,9,360.48
1,boleto,1,64.17
1,credit_card,1,23.39
1,credit_card,1,58.27
1,boleto,1,250.02
1,credit_card,1,43.78
1,credit_card,1,87.28
1,credit_card,2,75.16
1,credit_card,3,83.23
1,credit_card,3,335.48
1,credit_card,7,70.93
1,boleto,1,377.55
1,credit_card,3,77.89
1,credit_card,1,65.56
1,credit_card,4,69.24
1,credit_card,1,122.14
1,credit_card,7,77.57
1,boleto,1,45.01
1,debit_card,1,296.33
1,credit_card,2,79.29
1,credit_card,6,135.04
1,credit_card,3,142.96
1,credit_card,5,399.0
1,credit_card,3,354.08
1,voucher,1,46.0
1,credit_card,3,37.34
1,boleto,1,38.71
1,credit_card,1,343.7
1,credit_card,2,236.81
1,credit_card,2,103.72
1,credit_card,6,117.93
1,boleto,1,148.64
1,boleto,1,128.78
1,credit_card,4,98.37
1,credit_card,2,174.04
1,credit_card,3,73.36
1,credit_card,1,225.71
1,credit_card,2,72.68
1,credit_card,3,163.08
1,credit_card,1,28.88
1,credit_card,1,57.09
1,boleto,1,52.85
1,credit_card,1,60.0
1,credit_card,1,20.89
1,credit_card,1,49.1
1,credit_card,8,197.01
1,credit_card,2,214.41
1,credit_card,2,225.3
1,credit_card,2,199.27
1,boleto,1,41.75
1,credit_card,1,55.96
1,voucher,1,50.42
1,credit_card,2,54.27
1,credit_card,4,600.43
1,credit_card,1,50.1
1,credit_card,2,61.11
1,credit_card,1,65.45
1,credit_card,7,141.9
1,credit_card,3,73.32
1,credit_card,8,530.22
1,credit_card,1,96.23
1,credit_card,1,119.65
1,credit_card,1,2.47
1,credit_card,1,580.3
1,boleto,1,30.08
1,credit_card,1,40.21
1,credit_card,1,124.7
1,credit_card,1,41.85
1,boleto,1,111.78
1,credit_card,1,125.97
1,credit_card,2,20.87
1,credit_card,1,35.0
1,credit_card,8,100.0
1,credit_card,9,95.87
1,boleto,1,75.07
1,boleto,1,102.03
1,boleto,1,132.05
1,credit_card,4,87.32
1,credit_card,6,451.44
1,credit_card,5,116.85
2,voucher,1,60.19
1,credit_card,1,65.44
1,boleto,1,46.13
1,credit_card,2,240.23
2,voucher,1,2.0
1,credit_card,1,18.89
1,credit_card,8,207.92
2,voucher,1,100.0
1,credit_card,2,101.64
1,credit_card,4,168.36
1,credit_card,1,32.38
1,credit_card,1,295.91
1,credit_card,3,37.87
1,boleto,1,131.58
1,boleto,1,58.84
1,credit_card,6,78.48
1,credit_card,1,100.0
1,credit_card,3,223.14
1,credit_card,1,41.53
1,credit_card,1,69.9
1,credit_card,3,161.88
1,credit_card,8,216.58
2,voucher,1,337.55
1,credit_card,1,99.55
1,credit_card,1,100.0
1,credit_card,6,247.38
1,credit_card,4,133.85
2,voucher,1,28.83
1,credit_card,1,161.71
1,credit_card,1,67.5
1,credit_card,2,150.08
1,credit_card,2,26.54
1,boleto,1,55.68
1,credit_card,1,69.36
1,credit_card,1,36.24
1,boleto,1,268.84
1,credit_card,2,128.25
1,credit_card,1,175.94
1,credit_card,1,76.92
1,credit_card,1,20.38
1,credit_card,3,77.86
1,credit_card,1,44.64
1,credit_card,3,195.35
1,credit_card,3,75.94
1,credit_card,2,74.06
1,credit_card,2,102.64
2,credit_card,1,54.34
1,credit_card,1,13.04
1,credit_card,5,274.89
1,credit_card,4,49.34
1,boleto,1,14.29
1,credit_card,3,166.16
1,credit_card,4,79.79
1,credit_card,2,191.58
1,boleto,1,55.0
2,voucher,1,126.76
1,credit_card,3,102.69
1,credit_card,5,101.14
1,credit_card,2,38.72
1,boleto,1,58.11
1,credit_card,1,117.95
1,credit_card,3,62.24
1,credit_card,2,155.73
1,credit_card,1,162.25
1,boleto,1,240.1
1,credit_card,2,36.77
2,voucher,1,54.5
1,credit_card,5,106.19
1,credit_card,1,64.51
1,boleto,1,32.74
1,boleto,1,40.23
1,boleto,1,283.62
2,voucher,1,35.77
1,credit_card,1,77.89
1,credit_card,4,82.73
1,credit_card,1,36.22
1,credit_card,1,32.99
1,credit_card,3,136.5
1,boleto,1,27.24
1,credit_card,8,289.57
1,credit_card,1,55.28
1,boleto,1,243.45
1,credit_card,1,203.69
1,credit_card,7,76.79
1,credit_card,1,116.84
1,boleto,1,145.14
1,credit_card,1,178.55
1,credit_card,1,112.69
1,credit_card,4,226.44
1,credit_card,5,191.36
1,credit_card,1,53.61
2,credit_card,4,59.68
1,credit_card,1,56.6
1,credit_card,8,91.03
1,credit_card,1,50.63
1,credit_card,4,357.03
1,credit_card,1,67.13
1,credit_card,2,133.21
1,credit_card,2,46.85
1,credit_card,4,133.71
1,credit_card,1,84.06
2,voucher,1,29.9
1,credit_card,6,125.32
1,credit_card,1,107.44
1,credit_card,6,67.53
1,credit_card,2,197.25
1,credit_card,5,106.16
1,credit_card,1,28.23
1,credit_card,4,131.08
1,credit_card,5,314.28
2,voucher,1,0.14
1,boleto,1,73.44
1,credit_card,5,421.02
1,credit_card,6,125.56
2,voucher,1,5.37
1,credit_card,6,163.48
1,credit_card,2,100.86
1,credit_card,3,142.28
1,credit_card,1,138.52
1,credit_card,1,19.26
1,credit_card,4,148.71
1,debit_card,1,38.53
1,boleto,1,51.12
1,credit_card,4,105.28
1,credit_card,4,158.3
1,credit_card,2,146.09
1,credit_card,3,221.96
1,credit_card,1,29.4
1,credit_card,2,83.93
1,credit_card,6,365.74
1,credit_card,2,140.11
1,boleto,1,239.64
1,credit_card,7,72.98
1,credit_card,1,54.25
1,credit_card,2,219.63
1,credit_card,4,135.51
1,credit_card,2,132.82
1,credit_card,7,77.69
1,credit_card,1,139.06
1,credit_card,5,203.31
1,credit_card,3,165.96
1,boleto,1,61.2
1,credit_card,1,106.1
1,credit_card,5,65.53
1,boleto,1,198.4
1,credit_card,1,70.73
1,credit_card,1,39.09
1,credit_card,8,80.47
1,credit_card,4,66.01
1,credit_card,5,54.0
1,credit_card,8,136.16
1,boleto,1,43.98
1,credit_card,3,364.99
1,boleto,1,70.16
1,boleto,1,33.1
1,credit_card,1,155.14
2,credit_card,1,32.13
1,credit_card,1,86.61
1,credit_card,4,41.01
1,credit_card,1,29.04
1,credit_card,1,289.31
1,credit_card,1,70.54
1,credit_card,1,163.64
1,credit_card,1,128.26
1,credit_card,1,44.95
1,credit_card,2,138.81
1,credit_card,2,85.41
1,boleto,1,100.0
1,boleto,1,74.49
1,credit_card,4,210.2
1,credit_card,1,27.88
1,credit_card,6,123.75
1,credit_card,2,123.47
1,credit_card,5,196.25
1,credit_card,1,89.04
1,credit_card,2,36.1
1,boleto,1,59.2
1,credit_card,1,234.46
1,boleto,1,163.65
1,boleto,1,370.35
1,credit_card,3,86.73
1,credit_card,8,538.84
1,credit_card,2,131.49
1,credit_card,6,147.06
1,credit_card,2,117.53
1,credit_card,2,100.0
2,voucher,1,86.01
1,credit_card,7,77.99
1,credit_card,1,25.75
1,boleto,1,156.74
1,boleto,1,31.23
1,credit_card,1,28.75
1,credit_card,4,107.78
1,boleto,1,102.16
1,credit_card,3,125.38
1,credit_card,1,47.29
1,credit_card,1,50.05
1,credit_card,1,156.33
1,credit_card,5,58.22
1,credit_card,6,140.68
1,credit_card,1,34.0
1,credit_card,1,87.71
1,credit_card,4,90.62
1,credit_card,3,293.7
1,credit_card,2,148.2
1,credit_card,9,96.8
1,credit_card,1,67.13
1,credit_card,4,248.52
1,credit_card,1,101.73
1,boleto,1,48.69
2,voucher,1,14.9
3,voucher,1,50.0
1,credit_card,1,266.92
1,boleto,1,186.14
1,credit_card,1,43.0
1,boleto,1,83.22
1,voucher,1,217.62
1,debit_card,1,168.83
1,credit_card,4,146.01
1,credit_card,8,107.78
1,credit_card,1,213.55
1,credit_card,3,168.83
1,credit_card,1,48.21
3,voucher,1,30.0
1,credit_card,1,60.0
1,credit_card,1,129.09
1,credit_card,2,77.57
1,credit_card,1,36.58
3,voucher,1,16.13
2,voucher,1,20.0
1,credit_card,1,31.77
1,boleto,1,54.09
1,credit_card,3,192.76
1,boleto,1,52.32
1,credit_card,1,45.48
1,credit_card,4,175.16
1,credit_card,2,95.52
1,credit_card,1,79.62
1,credit_card,2,168.75
1,credit_card,2,50.23
1,credit_card,3,53.96
1,credit_card,3,551.9
1,credit_card,1,99.9
1,credit_card,3,51.01
1,credit_card,1,37.77
1,credit_card,2,160.77
1,credit_card,1,43.14
1,credit_card,1,157.3
1,credit_card,5,164.3
1,boleto,1,110.09
1,credit_card,1,100.0
1,credit_card,3,94.3
1,credit_card,6,231.27
1,credit_card,1,141.39
1,credit_card,8,208.64
1,credit_card,6,274.64
1,credit_card,1,100.0
1,credit_card,1,18.93
1,credit_card,1,103.93
1,credit_card,1,184.48
1,boleto,1,42.92
1,credit_card,1,142.1
1,credit_card,4,93.48
1,credit_card,6,132.49
1,credit_card,8,100.0
1,credit_card,2,83.75
1,boleto,1,168.03
1,credit_card,1,61.28
1,credit_card,2,224.39
1,credit_card,3,185.17
1,credit_card,6,339.12
1,credit_card,2,109.44
1,credit_card,2,100.3
1,credit_card,2,100.0
1,credit_card,1,15.45
1,credit_card,3,72.06
1,voucher,1,156.19
1,credit_card,5,69.84
1,credit_card,3,73.01
1,credit_card,4,111.17
1,boleto,1,121.38
1,credit_card,8,82.33
1,credit_card,1,100.0
1,credit_card,1,39.96
1,boleto,1,62.31
1,credit_card,1,84.14
1,credit_card,6,100.0
1,voucher,1,30.0
2,voucher,1,16.77
1,credit_card,2,162.55
1,credit_card,1,73.52
1,credit_card,1,111.14
1,credit_card,5,62.41
1,credit_card,7,73.34
1,credit_card,2,172.45
1,credit_card,2,69.77
1,credit_card,1,40.13
1,boleto,1,109.49
1,credit_card,2,106.9
1,boleto,1,77.57
1,credit_card,7,334.12
1,boleto,1,524.81
1,credit_card,3,712.65
1,boleto,1,103.75
1,boleto,1,173.88
1,boleto,1,226.72
1,credit_card,2,98.56
1,voucher,1,68.85
1,credit_card,7,212.11
1,credit_card,2,100.14
1,boleto,1,52.18
1,boleto,1,100.33
1,credit_card,5,114.9
1,credit_card,8,251.83
1,credit_card,2,174.89
1,boleto,1,75.07
1,credit_card,2,165.28
1,boleto,1,28.51
1,credit_card,5,123.67
1,credit_card,2,38.04
1,boleto,1,68.02
1,boleto,1,171.93
1,credit_card,3,82.71
1,credit_card,4,191.58
1,boleto,1,103.86
1,boleto,1,46.13
1,credit_card,2,44.42
1,boleto,1,36.85
1,boleto,1,97.03
1,credit_card,5,475.95
1,boleto,1,99.43
1,credit_card,4,315.16
1,credit_card,1,156.32
1,boleto,1,57.5
1,credit_card,1,600.04
1,boleto,1,41.72
1,credit_card,8,143.82
1,boleto,1,204.07
1,credit_card,2,115.45
1,boleto,1,39.47
1,boleto,1,35.95
1,credit_card,2,235.58
1,credit_card,1,38.05
1,credit_card,1,601.09
1,credit_card,1,107.78
1,credit_card,1,135.49
2,voucher,1,81.98
1,credit_card,6,143.52
1,boleto,1,64.51
1,credit_card,1,17.97
1,credit_card,6,161.68
2,voucher,1,62.24
1,credit_card,1,75.07
1,credit_card,1,56.39
1,credit_card,3,190.86
1,boleto,1,116.99
2,voucher,1,48.19
1,credit_card,3,355.6
1,credit_card,4,47.29
1,credit_card,7,72.0
1,credit_card,1,98.22
1,boleto,1,176.23
1,credit_card,6,107.49
1,credit_card,1,37.37
1,credit_card,1,139.12
1,credit_card,9,180.6
1,credit_card,1,121.87
1,credit_card,1,69.16
1,credit_card,1,76.02
1,credit_card,3,105.6
1,credit_card,1,44.42
1,credit_card,1,98.43
1,credit_card,1,194.8
1,boleto,1,44.87
1,credit_card,2,105.74
1,credit_card,8,118.12
1,credit_card,1,81.18
1,credit_card,1,68.43
1,credit_card,1,138.94
1,boleto,1,126.22
1,credit_card,3,256.43
1,boleto,1,244.35
1,credit_card,6,176.85
2,voucher,1,35.64
1,credit_card,7,536.52
2,voucher,1,100.0
1,credit_card,1,196.26
1,credit_card,1,138.89
1,boleto,1,245.12
1,boleto,1,75.64
2,voucher,1,20.0
1,credit_card,4,216.15
1,credit_card,2,42.69
1,boleto,1,86.18
1,boleto,1,104.38
1,credit_card,1,95.87
1,credit_card,5,266.89
1,credit_card,1,193.44
1,credit_card,1,34.89
1,credit_card,6,157.46
1,credit_card,2,134.04
1,credit_card,1,0.26
1,credit_card,3,64.1
1,credit_card,1,105.28
2,voucher,1,50.0
1,credit_card,1,163.21
1,boleto,1,106.78
1,credit_card,4,53.62
1,debit_card,1,25.87
1,voucher,1,20.0
1,credit_card,2,168.43
1,credit_card,5,292.06
1,credit_card,3,145.59
1,credit_card,1,430.09
1,boleto,1,159.03
1,credit_card,4,85.69
1,credit_card,1,100.0
1,credit_card,4,49.1
1,credit_card,3,123.18
1,boleto,1,54.05
1,boleto,1,39.24
1,boleto,1,270.71
1,boleto,1,703.81
1,credit_card,3,212.07
1,voucher,1,1.78
1,credit_card,8,91.82
1,boleto,1,37.11
1,credit_card,1,77.9
1,credit_card,6,117.9
1,boleto,1,43.1
1,credit_card,1,513.22
1,boleto,1,62.65
1,credit_card,1,150.17
1,boleto,1,368.7
1,credit_card,3,81.12
1,credit_card,7,100.0
1,credit_card,6,313.53
1,credit_card,5,165.7
1,credit_card,4,44.03
1,credit_card,2,113.72
1,boleto,1,109.08
1,boleto,1,47.13
1,boleto,1,155.65
1,credit_card,1,188.2
2,voucher,1,50.0
1,credit_card,4,391.73
1,credit_card,8,210.29
1,boleto,1,44.9
1,boleto,1,297.71
1,credit_card,3,148.69
1,credit_card,1,43.87
1,credit_card,3,74.21
1,credit_card,8,86.73
1,credit_card,1,187.24
1,credit_card,2,57.72
1,credit_card,8,204.98
1,credit_card,4,84.59
2,voucher,1,27.68
1,credit_card,8,148.47
1,credit_card,4,89.63
1,credit_card,1,23.59
1,boleto,1,92.3
1,credit_card,8,85.14
1,credit_card,1,42.77
1,credit_card,6,318.4
1,credit_card,9,91.27
1,credit_card,6,64.86
1,credit_card,3,113.72
1,credit_card,1,125.42
1,credit_card,1,407.88
1,credit_card,1,92.83
1,credit_card,4,146.92
1,credit_card,3,166.71
1,credit_card,1,47.53
1,credit_card,4,61.64
1,credit_card,3,72.83
1,boleto,1,21.59
1,credit_card,8,100.0
1,boleto,1,146.96
1,credit_card,1,13.38
1,credit_card,6,115.14
1,credit_card,3,131.78
1,credit_card,1,132.08
1,credit_card,7,212.73
1,boleto,1,91.18
1,boleto,1,35.54
1,credit_card,1,250.99
1,credit_card,1,53.52
1,boleto,1,54.19
1,boleto,1,65.05
1,debit_card,1,457.38
1,credit_card,7,76.38
1,credit_card,1,74.36
1,credit_card,1,66.87
1,credit_card,2,153.12
1,credit_card,8,412.4
1,boleto,1,105.28
1,credit_card,8,220.14
1,boleto,1,37.77
1,credit_card,5,114.33
1,boleto,1,70.35
1,voucher,1,57.68
1,credit_card,2,25.77
1,boleto,1,131.84
1,credit_card,1,222.8
1,credit_card,3,340.07
1,credit_card,2,71.14
1,boleto,1,65.6
1,credit_card,4,46.92
1,credit_card,8,370.52
1,credit_card,1,104.2
1,credit_card,4,43.1
1,credit_card,5,344.34
1,credit_card,1,48.21
1,credit_card,4,47.58
1,boleto,1,147.64
1,credit_card,3,66.6
1,boleto,1,342.16
1,boleto,1,152.48
2,voucher,1,222.43
1,credit_card,1,35.14
1,boleto,1,81.63
1,credit_card,1,95.72
1,credit_card,1,90.18
1,credit_card,1,102.67
1,voucher,1,20.0
1,credit_card,4,309.8
1,credit_card,1,24.34
2,voucher,1,174.39
1,credit_card,1,111.55
1,credit_card,6,114.44
1,credit_card,6,481.73
1,credit_card,8,173.2
1,boleto,1,37.81
1,boleto,1,142.76
1,credit_card,1,152.76
1,boleto,1,81.1
1,credit_card,3,73.81
1,credit_card,1,70.62
1,credit_card,5,266.12
1,boleto,1,102.74
1,boleto,1,137.96
1,credit_card,5,114.45
1,boleto,1,65.69
1,credit_card,1,37.89
1,boleto,1,121.96
1,credit_card,5,132.49
1,credit_card,3,62.91
1,credit_card,2,130.11
1,credit_card,1,174.86
1,boleto,1,44.75
1,credit_card,3,141.23
1,boleto,1,118.65
1,credit_card,2,123.68
1,boleto,1,122.37
1,credit_card,7,268.62
1,credit_card,2,68.86
1,credit_card,1,100.0
1,credit_card,3,65.44
2,voucher,1,100.0
1,boleto,1,93.98
1,credit_card,3,90.18
1,credit_card,5,158.3
1,credit_card,1,97.0
1,credit_card,2,129.58
1,credit_card,1,4.35
1,credit_card,5,258.29
1,credit_card,1,107.78
1,credit_card,4,85.56
1,credit_card,5,51.09
1,boleto,1,100.0
1,boleto,1,113.98
1,credit_card,1,107.78
1,credit_card,1,53.73
1,credit_card,2,34.09
1,debit_card,1,107.85
1,credit_card,3,73.83
1,credit_card,5,119.45
1,credit_card,1,70.89
1,credit_card,2,178.26
1,boleto,1,137.6
1,debit_card,1,138.96
1,credit_card,4,231.79
1,credit_card,1,136.52
1,credit_card,1,140.92
1,voucher,1,11.55
1,credit_card,6,328.76
1,boleto,1,100.0
1,boleto,1,88.06
1,boleto,1,210.78
1,boleto,1,19.55
1,credit_card,4,273.88
