seller_zip_code_prefix,seller_city,seller_state
13450,santa barbara d´oeste,SP
25035,duque de caxias,RJ
14780,barretos,SP
86047,londrina,PR
7901,francisco morato,SP
13232,campo limpo paulista,SP
13408,piracicaba,SP
96203,rio grande,RS
89041,blumenau,SC
93510,novo hamburgo,RS
2752,sao paulo,SP
87040,maringa,PR
89825,xaxim,SC
13043,campinas,SP
18550,boituva,SP
20061,rio de janeiro,RJ
1257,sao paulo,SP
87025,maringa,PR
14020,ribeirao preto,SP
80215,curitiba,PR
74210,goiania,GO
89160,rio do sul,SC
4911,sao paulo,SP
1031,sao paulo,SP
80230,curitiba,PR
9340,maua,SP
69005,manaus,AM
3542,sao paulo,SP
2411,sao paulo,SP
5455,sao paulo,SP
15115,bady bassitt,SP
24120,niteroi,RJ
1314,sao paulo,SP
25900,rio de janeiro,RJ
87240,terra boa,PR
8011,sao paulo,SP
13660,porto ferreira,SP
18608,botucatu,SP
15070,sao jose do rio preto,SP
78020,cuiaba,MT
37165,minas gerais,MG
4083,sao paulo,SP
18130,sao roque,SP
6694,itapevi,SP
6790,taboao da serra,SP
89023,blumenau,SC
9720,sao bernardo do campo,SP
29160,serra,ES
2066,sao paulo,SP
87050,maringa,PR
13347,indaiatuba,SP
4265,sao paulo,SP
87502,umuarama,PR
13920,pedreira,SP
3560,sao paulo,SP
13160,artur nogueira,SP
18701,avare,SP
17400,garca,SP
32419,ibirite,MG
83607,campo largo,PR
3731,sao paulo,SP
14401,franca,SP
31710,belo horizonte,MG
83405,colombo,PR
14790,guaira,SP
14940,ibitinga,SP
4660,sao paulo,SP
13347,indaiatuba,SP
82315,curitiba,PR
3658,sao paulo,SP
6715,cotia,SP
32604,betim,MG
89063,blumenau,SC
8030,sao paulo,SP
36046,juiz de fora,MG
2334,sao paulo,SP
14401,franca,SP
4851,sao paulo,SP
85875,santa terezinha de itaipu,PR
20761,rio de janeiro,RJ
17370,santa maria da serra,SP
15350,auriflama,SP
9710,sao bernardo do campo,SP
31525,belo horizonte,MG
16200,birigui,SP
25720,petropolis,RJ
88704,tubarao,SC
79112,campo grande,MS
17300,dois corregos,SP
97110,santa maria,RS
3168,sao paulo,SP
98290,condor,RS
13414,piracicaba,SP
13251,itatiba,SP
14940,ibitinga,SP
6539,santana de parnaiba,SP
80010,curitiba,PR
38401,uberlandia,MG
74590,goiania,GO
85875,santa terezinha de itaipu,PR
72210,brasilia,DF
38700,patos de minas,MG
15056,sao jose do rio preto,SP
20950,rio de janeiro,RJ
38950,ibia,MG
16208,birigui,SP
80250,curitiba,PR
7192,guarulhos,SP
85801,cascavel,PR
13272,valinhos,SP
14021,ribeirao preto,SP
4679,sao paulo,SP
1421,sao paulo,SP
46430,guanambi,BA
61658,caucaia,CE
89052,blumenau,SP
87013,maringa,PR
89650,treze tilias,SC
89819,cordilheira alta,SC
35547,carmo da mata,MG
88370,navegantes,SC
92030,canoas,RS
35400,ouro preto,MG
14940,ibitinga,SP
33600,pedro leopoldo,MG
87070,maringa,PR
5571,sao paulo,SP
8270,sao paulo,SP
3111,sao paulo,SP
14270,santa rosa de viterbo,SP
89036,blumenau,SC
4708,sao paulo,SP
89820,xanxere,SC
90620,porto alegre,RS
35500,divinopolis,MG
7411,sao paulo,SP
7023,guarulhos,SP
80310,curitiba,PR
19160,alvares machado,SP
21840,rio de janeiro,RJ
30390,belo horizonte,MG
18060,sorocaba,SP
88132,palhoca,SC
83408,colombo,PR
13720,scao jose do rio pardo,SP
87015,maringa,PR
9180,santo andre,SP
9785,sao bernardo do campo,SP
19806,assis,SP
11709,praia grande,SP
21510,rio de janeiro,RJ
14850,pradopolis,SP
4547,sao paulo,SP
14070,ribeirao preto,SP
31110,belo horizonte,MG
81460,curitiba,PR
13206,jundiai,SP
4104,sao paulo,SP
3106,sao paulo,SP
1123,sao paulo,SP
30130,belo horizonte,MG
98780,santa rosa,RS
89520,curitibanos,SC
18500,laranjal paulista,SP
14093,ribeirao preto,SP
14096,ribeirao preto,SP
14940,ibitinga,SP
3124,sao paulo,SP
18015,sorocaba,SP
36010,juiz de fora,MG
81020,curitiba,SP
3182,sao paulo,SP
7124,guarulhos,SP
7024,guarulhos,SP
13140,paulinia,SP
15061,sao jose do rio preto,SP
21740,rio de janeiro,RJ
14090,ribeirao preto,SP
22640,rio de janeiro,RJ
7013,guarulhos,SP
38442,araguari,MG
33940,ribeirao das neves,MG
9551,sao caetano do sul,SP
93348,novo hamburgo,RS
14015,sao paulo,SP
18017,sorocaba,SP
37704,pocos de caldas,MG
18076,sorocaba,SP
81560,curitiba,PR
3334,sao paulo,SP
15155,jaci,SP
38400,uberlandia,MG
32310,contagem,MG
90240,porto alegre,RS
20040,rio de janeiro,RJ
3063,sao paulo,SP
5141,sau paulo,SP
1452,sao paulo,SP
29315,cachoeiro de itapemirim,ES
17017,bauru,SP
85884,medianeira,PR
88490,paulo lopes,SC
5756,sao paulo,SP
5302,sao paulo,SP
95270,flores da cunha,RS
25530,sao joao de meriti,RJ
89108,massaranduba,SC
11430,guaruja,SP
2614,sao paulo,SP
4270,sao paulo,SP
60348,fortaleza,CE
2415,sao paulo,SP
13360,capivari,SP
86300,cornelio procopio,PR
12243,sao jose dos campos,SP
95013,caxias do sul,RS
2422,sao paulo,SP
32315,contagem,MG
95098,caxias do sul,RS
2028,sao paulo,SP
87050,maringa,PR
3971,sao paulo,SP
13060,campinas,SP
13487,limeira,SP
8430,sao paulo,SP
12331,jacarei,SP
8500,ferraz de vasconcelos,SP
13090,campinas,SP
14020,ribeirao preto,SP
4516,sao paulo,SP
89065,blumenau,SC
3318,sao paulo,SP
30668,belo horizonte,MG
5141,pirituba,SP
4209,sao paulo,SP
2242,sao paulo,SP
12913,braganca paulista,SP
5616,sao paulo,SP
14940,ibitinga,SP
3461,sao paulo,SP
12270,jambeiro,SP
1140,sao paulo,SP
13328,salto,SP
35590,lagoa da prata,MG
82560,curitiba,PR
93040,sao leopoldo,RS
4537,sao paulo,SP
27345,barra mansa,RJ
15025,sao jose do rio preto,SP
71900,aguas claras df,SP
3009,sao paulo,SP
9572,sao caetano do sul,SP
14027,ribeirao pretp,SP
2916,sao paulo,SP
87210,cianorte,PR
2443,sao paulo,SP
14940,ibitinga,SP
3508,sao paulo,SP
21320,rio de janeiro,SP
3287,sao paulo,SP
1208,sao paulo,SP
44002,feira de santana,BA
86073,londrina,PR
38445,araguari,MG
5186,sao paulo,SP
88037,florianopolis,SC
13040,campinas,SP
89164,rio do sul,SC
80010,curitiba,PR
91150,porto alegre,RS
6018,osasco,SP
13660,porto ferreira,SP
13920,pedreira,SP
23587,rio de janeiro,RJ
6465,barueri,SP
91920,porto alegre,RS
96503,cachoeira do sul,RS
14840,guariba,SP
4101,sao paulo,SP
11030,santos,SP
13790,sao sebastiao da grama/sp,SP
17900,dracena,SP
18500,laranjal paulista,SP
6501,santana de parnaiba,SP
17047,bauru,SP
6473,barueri,SP
5676,sao paulo,SP
2839,sao paulo,SP
14010,ribeirao preto,SP
9725,sao bernardo do campo,SP
4141,sao paulo,SP
22775,rio de janeiro,RJ
17400,garca,SP
12604,lorena,SP
86030,londrina,PR
31140,belo horizonte,MG
13465,americana,SP
7221,guarulhos,SP
19906,ourinhos,SP
14940,ibitinga,SP
80220,curitiba,PR
87900,loanda,PR
17250,bariri,SP
8832,mogi das cruzes,SP
3018,sao paulo,SP
20040,rio de janeiro,RJ
28810,rio bonito,SP
11720,praia grande,SP
17209,jau,SP
14078,robeirao preto,SP
88704,tubarao,SC
3237,sao paulo,SP
89228,joinville,SC
7170,guarulhos,SP
3880,sao paulo,SP
14020,ribeirao preto,SP
89504,cacador,SC
5008,sao paulo,SP
89288,sao bento do sul,SC
21510,rio de janeiro,RJ
1041,sao paulo,SP
14802,araraquara,SP
72460,gama,DF
17504,marilia,SP
4208,sao paulo,SP
80040,curitiba,PR
19020,presidente prudente,SP
83005,sao jose dos pinhais,PR
13520,sao pedro,SP
26379,queimados,RJ
2929,sao paulo,SP
39400,montes claros,MG
9560,sao caetano do sul,SP
16304,penapolis,SP
8593,itaquaquecetuba,SP
18110,votorantim,SP
3586,sao paulo,SP
9830,sao bernardo do campo,SP
17017,bauru,SP
80420,curitiba,PR
6871,itapecerica da serra,SP
13214,jundiai,SP
11990,cananeia,SP
14055,ribeirao preto,SP
7070,guarulhos,SP
41820,salvador,BA
17032,bauru,SP
35160,ipatinga,MG
27321,barra mansa,RJ
95705,bento goncalves,RS
3553,sao paulo,SP
13214,jundiai,SP
13380,nova odessa,SP
88372,navegantes,SC
3028,sao paulo,SP
14095,ribeirao preto,SP
87065,maringa,PR
2124,sao paulo,SP
9710,sao bernardo do campo,SP
13845,mogi guacu,SP
3064,sao paulo,SP
9070,santo andre,SP
19300,presidente bernardes,SP
22790,rio de janeiro,RJ
13481,limeira,SP
82620,curitiba,PR
95088,caxias do sul,RS
2918,sao paulo,SP
84925,pinhalao,PR
88960,sombrio,SC
30220,belo horizonte,MG
88010,florianopolis,SC
38022,uberaba,MG
17505,marilia,SP
14075,ribeirao preto,SP
2873,sao paulo,SP
19802,assis,SP
13424,piracicaba,SP
87303,campo mourao,PR
83323,pinhais,PR
3204,sao paulo,SP
55002,caruaru,PE
9571,sao caetano do sul,SP
13840,mogi guacu,SP
3872,sao paulo,SP
4208,sao paulo,SP
81200,curitiba,PR
81650,curitiba,PR
86801,apucarana,PR
83408,colombo,PR
89820,xanxere,SC
83323,pinhais,PR
80250,curitiba,PR
38400,uberlandia,MG
26285,nova iguacu,RJ
4735,sao paulo,SP
4104,sao paulo,SP
21921,rio de janeiro,RJ
36213,dores de campos,MG
9520,sao caetano do sul,SP
8223,sao paulo,SP
81880,curitiba,PR
6322,carapicuiba,SP
3655,sao paulo,SP
19023,presidente prudente,SP
13091,campinas,SP
37175,ilicinea,MG
13403,piracicaba,SP
88301,itajai,SC
93336,novo hamburgo,RS
3480,sao paulo,SP
4282,sao paulo,SP
88113,sao jose,SC
4176,sao paulo,SP
14940,ibitinga,SP
9561,sao caetano do sul,SP
86181,cambe,PR
18090,sorocaba,SP
35900,itabira,MG
3504,sao paulo,SP
3068,sao paulo,SP
85960,marechal candido rondon,PR
8246,sao paulo,SP
14860,barrinha,SP
81070,curitiba,PR
8180,sao paulo,SP
89022,blumenau,SC
89031,blumenau,SC
90250,porto alegre,RS
74110,goiania,GO
86800,apucarana,PR
3813,sao paulo,SP
89280,sao bento do sul,SC
3320,sao paulo,SP
12942,atibaia,SP
71215,brasilia,DF
87230,jussara,PR
14090,ribeirao preto,SP
87050,maringa,PR
85815,cascavel,PR
85960,marechal candido rondon,PA
13471,americana,SP
14405,franca,SP
5004,sao paulo,SP
6711,cotia,SP
83321,pinhais,SP
87015,maringa,PR
86060,londrina,PR
5856,sao paulo,SP
84600,uniao da vitoria,PR
7180,guarulhos,SP
13030,campinas,SP
13920,pedreira,SP
13205,jundiai,SP
9891,sao bernardo do campo,SP
11010,santos,SP
19830,echapora,SP
38183,araxa,MG
15505,votuporanga,SP
11015,santos,SP
89460,canoinhas,SC
21040,rio de janeiro,RJ
14110,ribeirao preto,SP
95840,triunfo,RS
18681,lencois paulista,SP
29166,serra,ES
96816,santa cruz do sul,RS
4461,sao paulo,SP
14940,ibitinga,SP
2265,sao paulo,SP
3431,sao paulo,SP
6080,osasco,SP
6286,osasco,SP
80240,curitiba,PR
82300,curitiba,PR
5849,sao paulo,SP
23092,rio de janeiro,RJ
15802,catanduva,SP
3702,sao paulo,SP
8577,itaquaquecetuba,SP
86690,colorado,PR
88220,itapema,SC
88352,brusque,SC
4208,sao paulo,SP
28950,armacao dos buzios,RJ
89208,joinville,SC
3319,sao paulo,SP
5624,sao paulo,SP
87045,maringa,PR
59020,natal,RN
6192,osasco,SP
87043,maringa,PR
2350,sao paulo,SP
19029,presidente prudente,SP
17209,jau,SP
85880,itaipulandia,PR
18030,sorocaba,SP
37540,santa rita do sapucai,MG
95012,caxias do sul,RS
2040,sao paulo,SP
80620,curitiba,PR
70719,brasilia,DF
20766,rio de janeiro,RJ
3168,sao paulo,SP
3476,sao paulo,SP
12940,atibaia,SP
93800,sapiranga,RS
83020,sao jose dos pinhais,PR
83833,fazenda rio grande,PR
74333,goiania,GO
13324,salto,SP
3138,sao paulo,SP
1201,sao paulo,SP
30882,belo horizonte,MG
5468,sao paulo,SP
9961,diadema,SP
1026,sao paulo,SP
4243,sao paulo,SP
92120,canoas,RS
87702,paranavai,PR
38400,uberlandia,MG
4193,sao paulo,SP
14055,ribeirao preto,SP
6506,santana de parnaiba,SP
71931,brasilia,DF
31365,belo horizonte,MG
18052,sorocaba,SP
94810,alvorada,RS
20091,rio de janeiro,RJ
8596,itaquaquecetuba,SP
4131,sao paulo,SP
80410,curitiba,PR
1212,sao paulo,SP
18270,tatui,SP
11900,registro,SP
13474,americana,SP
4733,sao paulo,SP
3165,sao paulo,SP
18950,ipaussu,SP
3679,sao paulo,SP
86010,londrina,PR
1208,sao paulo,SP
36325,tiradentes,MG
75901,rio verde,GO
71936,brasilia,DF
25900,mage,RJ
75124,anapolis,GO
3565,sao paulo,SP
4696,sao paulo,SP
1309,sao paulo,SP
6764,tabao da serra,SP
3908,sao paulo,SP
70856,brasilia,DF
3641,sao paulo,SP
31980,belo horizonte,MG
1310,sao paulo,SP
3445,sao paulo,SP
13478,americana,SP
5417,sao paulo,SP
9951,diadema,SP
84172,castro,PR
90520,porto alegre,RS
2281,sao paulo,SP
3279,sao paulo,SP
16306,penapolis,SP
5104,sao paulo,SP
87114,sarandi,PR
6760,sao paulo,SP
12327,jacarei,SP
12230,sao jose dos campos,SP
88308,itajai,SC
8072,sao paulo,SP
18590,bofete,SP
9080,santo andre,SP
2336,sao paulo,SP
21825,rio de janeiro,RJ
86026,londrina,PR
14096,ribeirao preto,SP
88380,picarras,SC
8070,sao paulo,SP
28035,rio de janeiro,RJ
9171,santo andre,SP
17510,marilia,SP
20551,rio de janeiro,RJ
15013,sao jose do rio preto,SP
4607,sao paulo,SP
7097,guarulhos,SP
7791,cajamar,SP
18111,votorantim,SP
95180,farroupilha,RS
6716,cotia,SP
13901,amparo,SP
37443,baependi,MG
29056,vitoria,ES
75650,morrinhos,GO
6766,taboao da serra,SP
8541,ferraz de vasconcelos,SP
9010,santo andre,SP
9780,sao bernardo do campo,SP
5051,sao paulo,SP
2522,sao paulo,SP
5879,sao paulo,SP
86702,arapongas,PR
13320,salto,SP
28615,nova friburgo,RJ
18136,sao roque,SP
4007,sao paulo,SP
74150,goiania,GO
8215,sao paulo,SP
15131,mirassol,SP
88960,sombrio,SC
80620,curitiba,PR
29100,vila velha,ES
8275,sao paulo,SP
24900,marica,RJ
22240,rio de janeiro,RJ
24310,niteroi,RJ
14402,franca,SP
19063,presidente prudente,SP
1026,sao paulo,SP
36407,conselheiro lafaiete,MG
85812,cascavel,PR
87015,maringa,PR
86010,londrina,PR
85816,cascavel,PR
76330,jaragua,GO
13250,itatiba,SP
4795,sao paulo,SP
81530,curitiba,PR
2337,sao paulo,SP
16200,birigui,SP
81630,curitiba,PR
89228,joinville,SC
1026,sao paulo,SP
13905,amparo,SP
13211,jundiai,SP
14940,ibitinga,SP
9560,sao caetano do sul,SP
30840,belo horizonte,MG
2320,sao paulo,SP
35044,governador valadares,MG
15170,tanabi,SP
33936,ribeirao das neves,MG
5522,sao paulo,SP
9321,maua,SP
13845,mogi guacu,SP
71551,brasilia,DF
2969,sao paulo,SP
22793,"rio de janeiro, rio de janeiro, brasil",RJ
31842,belo horizonte,MG
4705,sao paulo,SP
31910,belo horizonte,MG
20710,rio de janeiro,RJ
89041,blumenau,SC
37550,pouso alegre,MG
8820,mogi das cruzes,SP
14940,ibitinga,SP
9895,sao bernardo do campo,SP
3211,sao paulo,SP
4360,sao paulo,SP
3064,sao paulo,SP
17512,marilia,SP
6453,barueri,SP
88316,itajai,SC
13920,pedreira,SP
35180,timoteo,MG
8810,mogi das cruzes,SP
3937,sao paulo,SP
3340,sao paulo,SP
3437,sao paulo,SP
29480,muqui,ES
89255,jaragua do sul,SC
36010,juiz de fora,MG
3679,sao paulo,SP
14610,ipua,SP
12306,jacarei,SP
63540,varzea alegre,CE
8615,suzano,SP
12512,guaratingueta,SP
4281,sao paulo,SP
13710,tambau,SP
13601,araras,SP
13720,sao jose do rio pardo,SP
38022,uberaba,MG
20521,rio de janeiro,RJ
84500,irati,PR
14085,riberao preto,SP
86600,rolandia,PR
37708,pocos de caldas,MG
52011,recife,PE
88063,florianopolis,SC
13253,itatiba,SP
90630,porto alegre,RS
4041,sao paulo,SP
89136,rodeio,SC
19020,presidente prudente,SP
31160,belo horizonte,SP
26510,nilopolis,RJ
20020,rio de janeiro,RJ
39400,montes claros,MG
93032,sao leopoldo,RS
12327,jacarei,SP
9981,diadema,SP
89812,chapeco,SC
13600,sao paulo,SP
71065,brasilia,DF
41342,salvador,BA
22793,rio de janeiro,RJ
87045,maringa,PR
3121,sao paulo,SP
73813,formosa,GO
25561,sao joao de meriti,RJ
74930,aparecida de goiania,GO
3029,sao paulo,SP
3572,sao paulo,SP
37590,jacutinga,MG
89036,blumenau,SC
24020,niteroi,RJ
4771,sao paulo,SP
14025,ribeirao preto,SP
38405,uberlandia,MG
2122,sao paulo,SP
13273,valinhos,SP
31310,belo horizonte,MG
86360,bandeirantes,PR
82900,curitiba,PR
5734,sao paulo,SP
20770,rio de janeiro,RJ
15054,sao jose do rio preto,SP
14940,ibitinga,SP
2968,sao paulo,SP
89082,indaial,SC
86020,londrina,PR
82200,curitiba,PR
74835,goiania,GO
13186,hortolandia,SP
9550,sao caetano do sul,SP
55602,vitoria de santo antao,PE
13212,jundiai,SP
31565,belo horizonte,MG
14808,araraquara,SP
85950,palotina,PR
25755,petropolis,RJ
6852,itapecerica da serra,SP
36401,conselheiro lafaiete,MG
13613,leme,SP
35530,claudio,MG
1238,sao paulo,SP
5713,sao paulo,SP
5314,sao paulo,SP
87111,sarandi,PR
88137,palhoca,SC
4650,sao paulo,SP
96080,pelotas,RS
12051,taubate,SP
